GO:0000304	Fyn
GO:0048534	Tnfrsf13b
GO:0048534	Tnfsf11
GO:0048534	Tnfsf13b
GO:0048534	Tnfsf4
GO:0048534	Tnfsf8
GO:0048534	Tnfsf9
GO:0048534	Top2a
GO:0048534	Top2b
GO:0048534	Tox
GO:0048534	Tpd52
GO:0048534	Traf3ip2
GO:0048534	Traf6
GO:0048534	Traj18
GO:0048534	Trem2
GO:0048534	Trex1
GO:0048534	Trp53
GO:0048534	Trpm2
GO:0048534	Tsc1
GO:0048534	Tshr
GO:0048534	Ttc7
GO:0048534	Twsg1
GO:0048534	Txk
GO:0048534	Txnrd2
GO:0048534	Tyr
GO:0048534	Ubd
GO:0048534	Vav1
GO:0048534	Vmn1r13
GO:0048534	Vmn1r214
GO:0048534	Vmn2r74
GO:0048534	Vpreb1a
GO:0048534	Vsir
GO:0048534	Wbp1l
GO:0048534	Wdr38
GO:0048534	Wdr7
GO:0048534	Wnt1
GO:0048534	Wnt10b
GO:0048534	Wnt2b
GO:0048534	Wnt3a
GO:0048534	Wnt5a
GO:0048534	Wwp1
GO:0048534	Xbp1
GO:0048534	Xrcc4
GO:0048534	Xrcc5
GO:0048534	Xrcc6
GO:0048534	Ythdf2
GO:0048534	Yy1
GO:0048534	Zap70
GO:0048534	Zbtb1
GO:0048534	Zbtb16
GO:0048534	Zbtb24
GO:0048534	Zbtb32
GO:0048534	Zbtb46
GO:0048534	Zbtb7a
GO:0048534	Zbtb7b
GO:0048534	Zfat
GO:0048534	Zfp36l1
GO:0048534	Zfp36l2
GO:0048534	Zfp683
GO:0048534	Zfp784
GO:0048534	Zfp950
GO:0048534	Zfp980
GO:0048534	Zmiz1
GO:0048534	Zmpste24
GO:0048534	Znhit1
GO:0048534	Zswim9
GO:0048535	Ccl21a
GO:0048535	Ccr7
GO:0048535	Cd248
GO:0048535	Cxcl13
GO:0048535	Cxcr5
GO:0048535	Fadd
GO:0048535	Flt3
GO:0048535	Id2
GO:0048535	Ikzf1
GO:0048535	Il15
GO:0048535	Il7r
GO:0048535	Jak3
GO:0048535	Lta
GO:0048535	Ltb
GO:0048535	Ltbr
GO:0048535	Nfkb1
GO:0048535	Nfkb2
GO:0048535	Nkx2-3
GO:0048535	Pdpn
GO:0048535	Polb
GO:0048535	Rc3h1
GO:0048535	Rc3h2
GO:0048535	Ripk3
GO:0048535	Rorc
GO:0048535	Spns2
GO:0048535	Tgfb1
GO:0048535	Tlx1
GO:0048535	Tnfrsf11a
GO:0048535	Tnfsf11
GO:0048535	Tox
GO:0048535	Traf3ip2
GO:0048536	Abl1
GO:0048536	Adam17
GO:0048536	Ahr
GO:0048536	Barx1
GO:0048536	Bcl2
GO:0048536	Bcl2l11
GO:0048536	Bcl3
GO:0048536	Cacnb4
GO:0048536	Cdh17
GO:0048536	Cdkn2b
GO:0048536	Cfc1
GO:0048536	Cited2
GO:0048536	Ctc1
GO:0048536	Dicer1
GO:0048536	Epb42
GO:0048536	Fadd
GO:0048536	Fas
GO:0048536	Fgf10
GO:0048536	Flt3
GO:0048536	Flvcr1
GO:0048536	Hoxb4
GO:0048536	Jarid2
GO:0048536	Kmt2a
GO:0048536	Myb
GO:0048536	Nfkb2
GO:0048536	Nfkbiz
GO:0048536	Nkx2-3
GO:0048536	Nkx2-5
GO:0048536	Nkx3-2
GO:0048536	Onecut1
GO:0048536	Pbx1
GO:0048536	Pcid2
GO:0048536	Pitx2
GO:0048536	Pkn1
GO:0048536	Polb
GO:0048536	Ppp2r3c
GO:0048536	Prkdc
GO:0048536	Rbm15
GO:0048536	Rc3h1
GO:0048536	Rc3h2
GO:0048536	Ripk3
GO:0048536	Samd9l
GO:0048536	Slc40a1
GO:0048536	Tcf21
GO:0048536	Tet2
GO:0048536	Tlx1
GO:0048536	Traf3ip2
GO:0048537	Ada
GO:0048537	Artn
GO:0048537	Cacnb4
GO:0048537	Foxl1
GO:0048537	Id2
GO:0048537	Ikzf1
GO:0048537	Nkx2-3
GO:0048537	Ret
GO:0048537	Rorc
GO:0048537	Stat5a
GO:0048537	Stat5b
GO:0048537	Tcf3
GO:0048537	Tox
GO:0048538	Abl1
GO:0048538	Adrm1
GO:0048538	Apc
GO:0048538	Asxl1
GO:0048538	Atm
GO:0048538	Bcl11b
GO:0048538	Bcl2
GO:0048538	Bcl2l11
GO:0048538	Braf
GO:0048538	Cacnb4
GO:0048538	Carmil2
GO:0048538	Ccnb2
GO:0048538	Chaserr
GO:0048538	Cited2
GO:0048538	Crkl
GO:0048538	Ctc1
GO:0048538	Ctnnb1
GO:0048538	Ephb3
GO:0048538	Fadd
GO:0048538	Fgf10
GO:0048538	Fgf3
GO:0048538	Foxn1
GO:0048538	Gata3
GO:0048538	Hand2
GO:0048538	Hes1
GO:0048538	Hoxa3
GO:0048538	Ikzf1
GO:0048538	Jarid2
GO:0048538	Lmo4
GO:0048538	Mad1l1
GO:0048538	Mafb
GO:0048538	Map2k1
GO:0048538	Map2k2
GO:0048538	Mapk1
GO:0048538	Mapk3
GO:0048538	Myb
GO:0048538	Nfatc3
GO:0048538	Pax1
GO:0048538	Pbx1
GO:0048538	Prdx2
GO:0048538	Prkdc
GO:0048538	Psen1
GO:0048538	Psen2
GO:0048538	Raf1
GO:0048538	Rag1
GO:0048538	Ripk3
GO:0048538	Shh
GO:0048538	Six1
GO:0048538	Six4
GO:0048538	Slc46a2
GO:0048538	Srf
GO:0048538	Tbx1
GO:0048538	Tgfbr1
GO:0048538	Tyr
GO:0048538	Zbtb1
GO:0048538	Zmpste24
GO:0048541	Ada
GO:0048541	Artn
GO:0048541	Cacnb4
GO:0048541	Foxl1
GO:0048541	Id2
GO:0048541	Ikzf1
GO:0048541	Nkx2-3
GO:0048541	Ret
GO:0048541	Rorc
GO:0048541	Stat5a
GO:0048541	Stat5b
GO:0048541	Tcf3
GO:0048541	Tox
GO:0050671	Ada
GO:0050671	Adk
GO:0050671	Ager
GO:0050671	Aif1
GO:0050671	Anxa1
GO:0050671	Atad5
GO:0050671	Bcl2
GO:0050671	Bcl6
GO:0050671	Blm
GO:0050671	Bmi1
GO:0050671	Bst1
GO:0050671	Btk
GO:0050671	Btnl2
GO:0050671	Card11
GO:0050671	Carmil2
GO:0050671	Ccdc88b
GO:0050671	Ccl19
GO:0050671	Ccl5
GO:0050671	Ccr2
GO:0050671	Ccr7
GO:0050671	Cd1d1
GO:0050671	Cd209a
GO:0050671	Cd209b
GO:0050671	Cd209c
GO:0050671	Cd209d
GO:0050671	Cd209e
GO:0050671	Cd24a
GO:0050671	Cd274
GO:0050671	Cd276
GO:0050671	Cd28
GO:0050671	Cd320
GO:0050671	Cd38
GO:0050671	Cd3e
GO:0050671	Cd4
GO:0050671	Cd40
GO:0050671	Cd40lg
GO:0050671	Cd46
GO:0050671	Cd59a
GO:0050671	Cd59b
GO:0050671	Cd6
GO:0050671	Cd74
GO:0050671	Cd80
GO:0050671	Cd81
GO:0050671	Cd86
GO:0050671	Cdkn1a
GO:0050671	Chrnb2
GO:0050671	Clcf1
GO:0050671	Coro1a
GO:0050671	Csf1r
GO:0050671	Dhps
GO:0050671	Dnaja3
GO:0050671	Efnb1
GO:0050671	Ephb2
GO:0050671	Epo
GO:0050671	Fadd
GO:0050671	Fgf10
GO:0050671	Gpam
GO:0050671	Gpr183
GO:0050671	H2-DMb1
GO:0050671	H2-DMb2
GO:0050671	Havcr2
GO:0050671	Hes1
GO:0050671	Hmgb1
GO:0050671	Icosl
GO:0050671	Ifng
GO:0050671	Igf1
GO:0050671	Igf2
GO:0050671	Igfbp2
GO:0050671	Ighd
GO:0050671	Ighm
GO:0050671	Il12a
GO:0050671	Il12b
GO:0050671	Il12rb1
GO:0050671	Il12rb2
GO:0050671	Il13
GO:0050671	Il15
GO:0050671	Il18
GO:0050671	Il1b
GO:0050671	Il2
GO:0050671	Il21
GO:0050671	Il23a
GO:0050671	Il23r
GO:0050671	Il2ra
GO:0050671	Il3
GO:0050671	Il4
GO:0050671	Il5
GO:0050671	Il6
GO:0050671	Il6st
GO:0050671	Il7
GO:0050671	Irs2
GO:0050671	Itgal
GO:0050671	Jak2
GO:0050671	Jak3
GO:0050671	Kitl
GO:0050671	Lep
GO:0050671	Mef2c
GO:0050671	Mif
GO:0050671	Mpl
GO:0050671	Myd88
GO:0050671	Nck1
GO:0050671	Nck2
GO:0050671	Nckap1l
GO:0050671	Nfatc2
GO:0050671	Pdcd1lg2
GO:0050671	Peli1
GO:0050671	Pnp
GO:0050671	Ppp3ca
GO:0050671	Prlr
GO:0050671	Ptprc
GO:0050671	Pycard
GO:0050671	Rasal3
GO:0050671	Rps3
GO:0050671	Sash3
GO:0050671	Selenok
GO:0050671	Slamf1
GO:0050671	Slc39a10
GO:0050671	Slc4a1
GO:0050671	Slc7a1
GO:0050671	Spn
GO:0050671	Spta1
GO:0050671	Stat5a
GO:0050671	Stat5b
GO:0050671	Syk
GO:0050671	Tac1
GO:0050671	Tacr1
GO:0050671	Tcf3
GO:0050671	Tfrc
GO:0050671	Ticam1
GO:0050671	Tirap
GO:0050671	Tlr4
GO:0050671	Tlr9
GO:0050671	Tnfrsf13c
GO:0050671	Tnfrsf4
GO:0050671	Tnfsf13b
GO:0050671	Tnfsf4
GO:0050671	Tnfsf9
GO:0050671	Traf6
GO:0050671	Tyk2
GO:0050671	Vav3
GO:0050671	Vcam1
GO:0050671	Vtcn1
GO:0050671	Wnt3a
GO:0050671	Zap70
GO:0050671	Zfp335
GO:0050671	Zp3
GO:0050672	Arg1
GO:0050672	Atm
GO:0050672	Btk
GO:0050672	Btla
GO:0050672	Btn1a1
GO:0050672	Btn2a2
GO:0050672	Casp3
GO:0050672	Cd24a
GO:0050672	Cd274
GO:0050672	Cd276
GO:0050672	Cd300a
GO:0050672	Cd37
GO:0050672	Cd80
GO:0050672	Cd86
GO:0050672	Cdkn2a
GO:0050672	Ceacam1
GO:0050672	Cebpb
GO:0050672	Clec4g
GO:0050672	Crtam
GO:0050672	Ctla4
GO:0050672	Dlg1
GO:0050672	Dlg5
GO:0050672	Fcgr2b
GO:0050672	Foxj1
GO:0050672	Foxp3
GO:0050672	Gal
GO:0050672	Glmn
GO:0050672	Gpnmb
GO:0050672	H2-Aa
GO:0050672	Havcr2
GO:0050672	Ido1
GO:0050672	Il10
GO:0050672	Il2
GO:0050672	Il20rb
GO:0050672	Il2ra
GO:0050672	Il4i1
GO:0050672	Il4i1b
GO:0050672	Inpp5d
GO:0050672	Laptm5
GO:0050672	Lilrb4a
GO:0050672	Lilrb4b
GO:0050672	Lrrc32
GO:0050672	Lst1
GO:0050672	Lyn
GO:0050672	Mad1l1
GO:0050672	Marchf7
GO:0050672	Pawr
GO:0050672	Pdcd1lg2
GO:0050672	Pde5a
GO:0050672	Peli1
GO:0050672	Pkn1
GO:0050672	Pla2g2a
GO:0050672	Pla2g2d
GO:0050672	Pla2g2e
GO:0050672	Pla2g2f
GO:0050672	Pla2g5
GO:0050672	Prkar1a
GO:0050672	Prnp
GO:0050672	Pten
GO:0050672	Ptpn6
GO:0050672	Rassf5
GO:0050672	Rc3h1
GO:0050672	Ripor2
GO:0050672	Scgb1a1
GO:0050672	Scrib
GO:0050672	Sdc4
GO:0050672	Sftpd
GO:0050672	Shh
GO:0050672	Slfn1
GO:0050672	Sox11
GO:0050672	Spn
GO:0050672	Tgfb1
GO:0050672	Tnfrsf13b
GO:0050672	Tnfrsf14
GO:0050672	Tnfrsf21
GO:0050672	Tsc2
GO:0050672	Tspan32
GO:0050672	Tyrobp
GO:0050672	Vsig4
GO:0050672	Vtcn1
GO:0050672	Zbtb7b
GO:0050672	Zc3h12d
GO:0050689	Mul1
GO:0050689	Tarbp2
GO:0050727	Abcc1
GO:0050727	Abhd12
GO:0050727	Abr
GO:0050727	Ace
GO:0050727	Acod1
GO:0050727	Acp5
GO:0050727	Ada
GO:0050727	Adam8
GO:0050727	Adamts12
GO:0050727	Adcyap1
GO:0050727	Adipoq
GO:0050727	Adora1
GO:0050727	Adora2a
GO:0050727	Adora2b
GO:0050727	Adora3
GO:0050727	Adrb2
GO:0050727	Ager
GO:0050727	Agt
GO:0050727	Ahsg
GO:0050727	Aim2
GO:0050727	Akna
GO:0050727	Aldh2
GO:0050727	Alox15
GO:0050727	Alox5
GO:0050727	Alox5ap
GO:0050727	Anxa1
GO:0050727	Aoah
GO:0050727	Aoc3
GO:0050727	Apoa1
GO:0050727	Apoe
GO:0050727	App
GO:0050727	Arel1
GO:0050727	Ash1l
GO:0050727	Bap1
GO:0050727	Bcl6
GO:0050727	Bcr
GO:0050727	Brd4
GO:0050727	Bst1
GO:0050727	Btk
GO:0050727	C1qtnf12
GO:0050727	C1qtnf3
GO:0050727	C2cd4a
GO:0050727	C2cd4b
GO:0050727	C3
GO:0050727	Calcrl
GO:0050727	Camk2n1
GO:0050727	Casp1
GO:0050727	Casp4
GO:0050727	Ccl1
GO:0050727	Ccl24
GO:0050727	Ccl3
GO:0050727	Ccn3
GO:0050727	Ccn4
GO:0050727	Ccr2
GO:0050727	Ccr5
GO:0050727	Cd24a
GO:0050727	Cd276
GO:0050727	Cd28
GO:0050727	Cd44
GO:0050727	Cd47
GO:0050727	Cd81
GO:0050727	Cdh5
GO:0050727	Cdk19
GO:0050727	Cebpa
GO:0050727	Cebpb
GO:0050727	Celf1
GO:0050727	Chrna7
GO:0050727	Clcf1
GO:0050727	Clock
GO:0050727	Cma1
GO:0050727	Cnr1
GO:0050727	Cnr2
GO:0050727	Ctla2a
GO:0050727	Ctss
GO:0050727	Cx3cr1
GO:0050727	Cxcl17
GO:0050727	Cyld
GO:0050727	Cyp19a1
GO:0050727	Daglb
GO:0050727	Ddt
GO:0050727	Dhx9
GO:0050727	Dicer1
GO:0050727	Dnase1
GO:0050727	Dnase1l3
GO:0050727	Drosha
GO:0050727	Duoxa1
GO:0050727	Duoxa2
GO:0050727	Dusp10
GO:0050727	Ednra
GO:0050727	Egfr
GO:0050727	Elf4
GO:0050727	Enpp3
GO:0050727	Esr1
GO:0050727	Ets1
GO:0050727	Fabp4
GO:0050727	Fanca
GO:0050727	Fancd2
GO:0050727	Fbxl2
GO:0050727	Fcer1a
GO:0050727	Fcer1g
GO:0050727	Fcgr1
GO:0050727	Fcgr2b
GO:0050727	Fcgr3
GO:0050727	Fem1a
GO:0050727	Fem1al
GO:0050727	Ffar2
GO:0050727	Ffar3
GO:0050727	Ffar4
GO:0050727	Fgfr1
GO:0050727	Fndc4
GO:0050727	Foxf1
GO:0050727	Foxp1
GO:0050727	Foxp3
GO:0050727	Fut7
GO:0050727	Gata3
GO:0050727	Ggt1
GO:0050727	Ghrl
GO:0050727	Ghsr
GO:0050727	Git1
GO:0050727	Gper1
GO:0050727	Gpr17
GO:0050727	Gpr31b
GO:0050727	Gpr4
GO:0050727	Gprc5b
GO:0050727	Gps2
GO:0050727	Gpsm3
GO:0050727	Gpx1
GO:0050727	Gpx2
GO:0050727	Gpx4
GO:0050727	Grn
GO:0050727	Gstp1
GO:0050727	Hamp
GO:0050727	Hgf
GO:0050727	Hspd1
GO:0050727	Hyal2
GO:0050727	Ido1
GO:0050727	Ier3
GO:0050727	Ifi35
GO:0050727	Ifng
GO:0050727	Igh-7
GO:0050727	Igh-8
GO:0050727	Ighg1
GO:0050727	Ighg2a
GO:0050727	Ighg2b
GO:0050727	Il10
GO:0050727	Il12b
GO:0050727	Il13
GO:0050727	Il16
GO:0050727	Il17ra
GO:0050727	Il17rb
GO:0050727	Il18
GO:0050727	Il1b
GO:0050727	Il1r1
GO:0050727	Il1rl1
GO:0050727	Il1rl2
GO:0050727	Il2
GO:0050727	Il20rb
GO:0050727	Il22
GO:0050727	Il22ra2
GO:0050727	Il2ra
GO:0050727	Il33
GO:0050727	Il4
GO:0050727	Il6
GO:0050727	Ins1
GO:0050727	Ins2
GO:0050727	Irf3
GO:0050727	Isl1
GO:0050727	Itga2
GO:0050727	Jak2
GO:0050727	Kars
GO:0050727	Krt1
GO:0050727	Lacc1
GO:0050727	Lbp
GO:0050727	Ldlr
GO:0050727	Letmd1
GO:0050727	Lgals1
GO:0050727	Lgals2
GO:0050727	Lgals9
GO:0050727	Lilra5
GO:0050727	Lpcat3
GO:0050727	Lpl
GO:0050727	Lrfn5
GO:0050727	Lrrc19
GO:0050727	Lta
GO:0050727	Lyn
GO:0050727	Macir
GO:0050727	Mas1
GO:0050727	Mcph1
GO:0050727	Mdk
GO:0050727	Mefv
GO:0050727	Metrnl
GO:0050727	Mfhas1
GO:0050727	Mgll
GO:0050727	Mir147
GO:0050727	Mir7578
GO:0050727	Mkrn2
GO:0050727	Muc19
GO:0050727	Mvk
GO:0050727	Myd88
GO:0050727	Napepld
GO:0050727	Ncf1
GO:0050727	Ndfip1
GO:0050727	Ndufc2
GO:0050727	Nfe2l1
GO:0050727	Nfkb1
GO:0050727	Nfkbia
GO:0050727	Nfkbiz
GO:0050727	Ninj1
GO:0050727	Nkg7
GO:0050727	Nlrc3
GO:0050727	Nlrp10
GO:0050727	Nlrp12
GO:0050727	Nlrp14
GO:0050727	Nlrp1a
GO:0050727	Nlrp1b
GO:0050727	Nlrp2
GO:0050727	Nlrp3
GO:0050727	Nlrp4a
GO:0050727	Nlrp4b
GO:0050727	Nlrp4c
GO:0050727	Nlrp4e
GO:0050727	Nlrp4f
GO:0050727	Nlrp5
GO:0050727	Nlrp6
GO:0050727	Nlrp9a
GO:0050727	Nlrp9b
GO:0050727	Nlrp9c
GO:0050727	Nlrx1
GO:0050727	Nmi
GO:0050727	Nod2
GO:0050727	Npy
GO:0050727	Npy5r
GO:0050727	Nr1d1
GO:0050727	Nr1d2
GO:0050727	Nr1h3
GO:0050727	Nr1h4
GO:0050727	Nr1h5
GO:0050727	Nt5e
GO:0050727	Osm
GO:0050727	Otulin
GO:0050727	Park7
GO:0050727	Pbk
GO:0050727	Pdcd4
GO:0050727	Pde2a
GO:0050727	Pde5a
GO:0050727	Pglyrp1
GO:0050727	Pglyrp2
GO:0050727	Pik3ap1
GO:0050727	Pik3cg
GO:0050727	Pla2g10
GO:0050727	Pla2g2d
GO:0050727	Pla2g4a
GO:0050727	Pla2g5
GO:0050727	Pmp22
GO:0050727	Ppara
GO:0050727	Ppard
GO:0050727	Pparg
GO:0050727	Prkca
GO:0050727	Proc
GO:0050727	Psma1
GO:0050727	Psmb4
GO:0050727	Ptger4
GO:0050727	Ptges
GO:0050727	Ptgis
GO:0050727	Ptpn2
GO:0050727	Pycard
GO:0050727	Rabgef1
GO:0050727	Rb1
GO:0050727	Rela
GO:0050727	Rhbdd3
GO:0050727	Rictor
GO:0050727	Ripk1
GO:0050727	Rora
GO:0050727	Rps19
GO:0050727	S100a8
GO:0050727	S100a9
GO:0050727	Sbno2
GO:0050727	Scgb1a1
GO:0050727	Selenos
GO:0050727	Sema7a
GO:0050727	Serpine1
GO:0050727	Serpinf1
GO:0050727	Setd4
GO:0050727	Setd6
GO:0050727	Sharpin
GO:0050727	Shpk
GO:0050727	Siglece
GO:0050727	Siglecg
GO:0050727	Sirpa
GO:0050727	Slamf8
GO:0050727	Slc39a8
GO:0050727	Slc7a2
GO:0050727	Slit2
GO:0050727	Smad3
GO:0050727	Smpdl3b
GO:0050727	Snca
GO:0050727	Socs3
GO:0050727	Socs5
GO:0050727	Sod1
GO:0050727	Spata2
GO:0050727	Spn
GO:0050727	Stat5a
GO:0050727	Stat5b
GO:0050727	Sting1
GO:0050727	Stk39
GO:0050727	Sucnr1
GO:0050727	Tac1
GO:0050727	Tbc1d23
GO:0050727	Tff2
GO:0050727	Tgm2
GO:0050727	Tlr2
GO:0050727	Tlr3
GO:0050727	Tlr4
GO:0050727	Tlr6
GO:0050727	Tlr9
GO:0050727	Tnc
GO:0050727	Tnf
GO:0050727	Tnfaip3
GO:0050727	Tnfaip6
GO:0050727	Tnfaip8l2
GO:0050727	Tnfrsf1a
GO:0050727	Tnfrsf1b
GO:0050727	Tnfsf18
GO:0050727	Tnfsf4
GO:0050727	Tnip1
GO:0050727	Tradd
GO:0050727	Trem2
GO:0050727	Trex1
GO:0050727	Trpv4
GO:0050727	Tslp
GO:0050727	Tyro3
GO:0050727	Uaca
GO:0050727	Vps35
GO:0050727	Wfdc1
GO:0050727	Wnt5a
GO:0050727	Xcl1
GO:0050727	Zbp1
GO:0050727	Zfp36
GO:0050727	Zp3
GO:0050728	Abr
GO:0050728	Acod1
GO:0050728	Acp5
GO:0050728	Ada
GO:0050728	Adcyap1
GO:0050728	Adipoq
GO:0050728	Adora1
GO:0050728	Adora2a
GO:0050728	Adrb2
GO:0050728	Alox5
GO:0050728	Aoah
GO:0050728	Apoa1
GO:0050728	Apoe
GO:0050728	Ash1l
GO:0050728	Bcr
GO:0050728	C1qtnf12
GO:0050728	C1qtnf3
GO:0050728	Calcrl
GO:0050728	Ccn3
GO:0050728	Cd24a
GO:0050728	Cd276
GO:0050728	Cd44
GO:0050728	Cdh5
GO:0050728	Chrna7
GO:0050728	Cnr2
GO:0050728	Ctla2a
GO:0050728	Cx3cr1
GO:0050728	Cxcl17
GO:0050728	Cyld
GO:0050728	Cyp19a1
GO:0050728	Dusp10
GO:0050728	Elf4
GO:0050728	Enpp3
GO:0050728	Ets1
GO:0050728	Fcgr2b
GO:0050728	Fem1a
GO:0050728	Fem1al
GO:0050728	Ffar4
GO:0050728	Fndc4
GO:0050728	Foxf1
GO:0050728	Foxp3
GO:0050728	Gata3
GO:0050728	Ghrl
GO:0050728	Ghsr
GO:0050728	Git1
GO:0050728	Gper1
GO:0050728	Gpr17
GO:0050728	Gpr31b
GO:0050728	Gps2
GO:0050728	Gpx1
GO:0050728	Gpx2
GO:0050728	Grn
GO:0050728	Gstp1
GO:0050728	Hamp
GO:0050728	Hgf
GO:0050728	Ier3
GO:0050728	Il10
GO:0050728	Il12b
GO:0050728	Il13
GO:0050728	Il2
GO:0050728	Il20rb
GO:0050728	Il22
GO:0050728	Il22ra2
GO:0050728	Il2ra
GO:0050728	Il4
GO:0050728	Ins1
GO:0050728	Ins2
GO:0050728	Isl1
GO:0050728	Krt1
GO:0050728	Lgals9
GO:0050728	Lpcat3
GO:0050728	Lrfn5
GO:0050728	Macir
GO:0050728	Mdk
GO:0050728	Mefv
GO:0050728	Metrnl
GO:0050728	Mfhas1
GO:0050728	Mir147
GO:0050728	Mir7578
GO:0050728	Mkrn2
GO:0050728	Muc19
GO:0050728	Mvk
GO:0050728	Ndfip1
GO:0050728	Nfkb1
GO:0050728	Nlrc3
GO:0050728	Nlrp12
GO:0050728	Nlrp3
GO:0050728	Nlrp6
GO:0050728	Nlrx1
GO:0050728	Nod2
GO:0050728	Npy
GO:0050728	Npy5r
GO:0050728	Nr1d1
GO:0050728	Nr1d2
GO:0050728	Nr1h3
GO:0050728	Nr1h4
GO:0050728	Nr1h5
GO:0050728	Nt5e
GO:0050728	Otulin
GO:0050728	Pbk
GO:0050728	Pglyrp1
GO:0050728	Pla2g10
GO:0050728	Pla2g5
GO:0050728	Ppara
GO:0050728	Ppard
GO:0050728	Pparg
GO:0050728	Proc
GO:0050728	Psma1
GO:0050728	Psmb4
GO:0050728	Ptger4
GO:0050728	Ptgis
GO:0050728	Ptpn2
GO:0050728	Rabgef1
GO:0050728	Rb1
GO:0050728	Rora
GO:0050728	Rps19
GO:0050728	Selenos
GO:0050728	Serpinf1
GO:0050728	Sharpin
GO:0050728	Siglece
GO:0050728	Siglecg
GO:0050728	Sirpa
GO:0050728	Slamf8
GO:0050728	Slc39a8
GO:0050728	Slit2
GO:0050728	Smad3
GO:0050728	Smpdl3b
GO:0050728	Socs3
GO:0050728	Socs5
GO:0050728	Sod1
GO:0050728	Spn
GO:0050728	Tff2
GO:0050728	Tnfaip3
GO:0050728	Tnfaip6
GO:0050728	Tnfaip8l2
GO:0050728	Tnfrsf1a
GO:0050728	Tnfrsf1b
GO:0050728	Trem2
GO:0050728	Tyro3
GO:0050728	Uaca
GO:0050728	Vps35
GO:0050728	Wfdc1
GO:0050728	Zfp36
GO:0050729	Abcc1
GO:0050729	Ace
GO:0050729	Adam8
GO:0050729	Adora2b
GO:0050729	Adora3
GO:0050729	Ager
GO:0050729	Aim2
GO:0050729	Alox5ap
GO:0050729	Aoc3
GO:0050729	App
GO:0050729	Btk
GO:0050729	C2cd4a
GO:0050729	C2cd4b
GO:0050729	C3
GO:0050729	Camk2n1
GO:0050729	Casp1
GO:0050729	Casp4
GO:0050729	Ccl1
GO:0050729	Ccl24
GO:0050729	Ccl3
GO:0050729	Ccn4
GO:0050729	Ccr2
GO:0050729	Ccr5
GO:0050729	Cd24a
GO:0050729	Cd28
GO:0050729	Cd47
GO:0050729	Cd81
GO:0050729	Cdk19
GO:0050729	Cebpa
GO:0050729	Cebpb
GO:0050729	Clock
GO:0050729	Cnr1
GO:0050729	Ctss
GO:0050729	Ddt
GO:0050729	Dhx9
GO:0050729	Ednra
GO:0050729	Egfr
GO:0050729	Ets1
GO:0050729	Fabp4
GO:0050729	Fcer1a
GO:0050729	Fcer1g
GO:0050729	Fcgr1
GO:0050729	Fcgr3
GO:0050729	Fem1a
GO:0050729	Ffar2
GO:0050729	Ffar3
GO:0050729	Fgfr1
GO:0050729	Gpr4
GO:0050729	Gprc5b
GO:0050729	Gpsm3
GO:0050729	Grn
GO:0050729	Hspd1
GO:0050729	Hyal2
GO:0050729	Ido1
GO:0050729	Ifi35
GO:0050729	Ifng
GO:0050729	Igh-7
GO:0050729	Igh-8
GO:0050729	Ighg1
GO:0050729	Ighg2a
GO:0050729	Ighg2b
GO:0050729	Il16
GO:0050729	Il17ra
GO:0050729	Il17rb
GO:0050729	Il18
GO:0050729	Il1b
GO:0050729	Il1rl1
GO:0050729	Il33
GO:0050729	Il6
GO:0050729	Itga2
GO:0050729	Jak2
GO:0050729	Kars
GO:0050729	Lbp
GO:0050729	Ldlr
GO:0050729	Lgals1
GO:0050729	Lgals2
GO:0050729	Lilra5
GO:0050729	Lpl
GO:0050729	Lta
GO:0050729	Mdk
GO:0050729	Mefv
GO:0050729	Napepld
GO:0050729	Nfkbia
GO:0050729	Nfkbiz
GO:0050729	Ninj1
GO:0050729	Nkg7
GO:0050729	Nlrp10
GO:0050729	Nlrp1a
GO:0050729	Nlrp1b
GO:0050729	Nlrp3
GO:0050729	Nlrp6
GO:0050729	Nmi
GO:0050729	Npy5r
GO:0050729	Osm
GO:0050729	Park7
GO:0050729	Pdcd4
GO:0050729	Pde2a
GO:0050729	Pde5a
GO:0050729	Pik3cg
GO:0050729	Pla2g4a
GO:0050729	Prkca
GO:0050729	Ptger4
GO:0050729	Pycard
GO:0050729	Ripk1
GO:0050729	Rps19
GO:0050729	S100a8
GO:0050729	S100a9
GO:0050729	Serpine1
GO:0050729	Setd4
GO:0050729	Snca
GO:0050729	Stat5a
GO:0050729	Stat5b
GO:0050729	Sucnr1
GO:0050729	Tac1
GO:0050729	Tgm2
GO:0050729	Tlr2
GO:0050729	Tlr3
GO:0050729	Tlr4
GO:0050729	Tlr6
GO:0050729	Tlr9
GO:0050729	Tnf
GO:0050729	Tnfrsf1a
GO:0050729	Tnfsf18
GO:0050729	Tnfsf4
GO:0050729	Tnip1
GO:0050729	Tradd
GO:0050729	Trpv4
GO:0050729	Tslp
GO:0050729	Wnt5a
GO:0050729	Zbp1
GO:0050729	Zp3
GO:0050776	Acod1
GO:0050776	Adam8
GO:0050776	Adcy7
GO:0050776	Ahr
GO:0050776	Aim2
GO:0050776	Akirin2
GO:0050776	Alox15
GO:0050776	Ap3b1
GO:0050776	Apoe
GO:0050776	Appl1
GO:0050776	Appl2
GO:0050776	Arg1
GO:0050776	Arg2
GO:0050776	Arid5a
GO:0050776	Atg12
GO:0050776	Atg5
GO:0050776	Bag6
GO:0050776	Banf1
